species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022
Pastinaca lucida;;Apiaceae;C3 perennial herbaceous;;Carriqui_2015;0,76;;0,209;;mol m-2 s-1;0,76;0,711;F;variable J;Harley_1992;;1500;10;26;leaf;;;;400;400;;55;1,5;;200;2;LI-6400XTR;LI-6400-40;;fully expanded frons / leaves;;;;;field grown;0;0;;;;;;;;;32;0,363;282;234;48;2,7;;;;;;;167,1;153,01;;;;;;;237,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,6;;;;;;;0,278;;;;;;;;;;;;;;;0,207;;;;;;26,2;17,6;;;;;;;Table 2;0;1
Persoonia lanceolata;;Proteaceae;evergreen angiosperms;;Tosens_2012b;0,06;;;;mol m-2 s-1;0,06;0,06;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;5,94;;;;107,9;;;;;;;;;;;;;;;;;;;;;;;;;;1,276;0,73;;;;;;;;;;;;;;;;;;;;178,8;;;;;;;;;;;;;;;;;;;;;;0,325;0,142;1,59;;;;30;11;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Persoonia laurina;;Proteaceae;evergreen angiosperms;LRLN;Tosens_2012b;0,05;;;;mol m-2 s-1;0,05;0,05;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;3,11;;;;107,1;;;;;;;;;;;;;;;;;;;;;;;;;;0,711;0,44;;;;;;;;;;;;;;;;;;;;161,7;;;;;;;;;;;;;;;;;;;;;;0,31;0,141;1,61;;;;20,3;8;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Persoonia laurina;;Proteaceae;evergreen angiosperms;LRHN;Tosens_2012b;0,02;;;;mol m-2 s-1;0,02;0,02;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;2,6;;;;68,4;;;;;;;;;;;;;;;;;;;;;;;;;;0,601;0,373;;;;;;;;;;;;;;;;;;;;161,4;;;;;;;;;;;;;;;;;;;;;;0,331;0,143;1,44;;;;27;8;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Persoonia levis;;Proteaceae;evergreen angiosperms;;Ellsworth_2015;0,095;;;1;mol m-2 s-1 bar-1;0,095;0,083;I;;Tazoe_2011;;1800;;27;leaf;;;;385;385;;60;1,5;;;6;LI-6400XT;TGA100A;;attached, intact leaves at the top of the crown or the outer shell of the crown;;;;;natural;0;0;;;;;;;;;;0,104;;;;;;;;;;;100,1;83,98;;Sharkey_2007;;;;;;;;;;;;;;;1,303;0,78;;;0,05;0,03;;;;;;;;;;;;;;;;167;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure S2: all points;0;1
Persoonia levis;;Proteaceae;evergreen angiosperms;;Tosens_2012b;0,06;;;;mol m-2 s-1;0,06;0,06;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;6,43;;;;99,5;;;;;;;;;;;;;;;;;;;;;;;;;;1,061;0,597;;;;;;;;;;;;;;;;;;;;177,7;;;;;;;;;;;;;;;;;;;;;;0,3;0,142;1,66;;;;24,2;10;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;DeLucia_2003;0,399;0,304;;5;mol m-2 s-1 bar-1;0,399;0,524;F;constant J;Harley_1992;;500;;21;leaf;50;1400;;360;360;;70;0,75;;;;LI-6400;LI-6400-40;;;;;;;conrolled environment cabinet;0;1;5;250;20;20;;;;;12,2;0,175;;;;;1,7;;36;;;;;;;;;;;;;;;;;;;;;;1,31;5,907;;;;;;;;;;;;;;;;;;;;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3;0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Gauthier_2018;0,09;;0,009;3;mol m-2 s-1;0,09;0,126;O;;Renou_1990, Gauthier_2018;;1100;;20;air;;;;;;;;;21;;;;;;mature, fully expanded, green leaves, 21-28 days old;;;;;greenhouse;0;1;10;;23;14;;;16;;12,5;;;109;;1,07;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: point at 1100 umol m-2 s-1 light intensity;0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Gong_2018;0,09;;0,02;4;mol m-2 s-1;0,09;0,107;I;;Evans_1986;;700;;22,4;leaf;;;;400;400;;50;1,35;;;;LI-6400;;;youngest fully expanded leaves;;;;;growth chamber;0;1;;700;22;22;55;400;12;;7,3;0,131;320;224;96;2,3;1,5;;;37,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: young leaves;0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Hanba_2003;0,295;;;;mol m-2 s-1;0,295;0,295;I;sugar;Scartazza_1998;;740;;;;;;;;;;;0,78;;;;;MAT252;;Mature, full-expanded leaves;;;;;growth chamber;0;1;0,2;700;25;25;80;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: only the plants that were investigated in this study, not the ones redrawn from earlier studies (attention: redrawn values seem to differ from original ones!!);0;0
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Miyazawa_2018;0,459;;0,153;3;mol m-2 s-1;0,459;0,429;C;;Ethier_2004;;800;;26;leaf;;;10;400;;;60;1,35;;725;;LI-6400;;;primary leaves;;;;;environmentally controlled growth chamber;0;1;1,4;400;25;20;70;;16;;25;;;;;1,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: '_H' treatment only, gm_area = gm_Chl * Chl_m-2;0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Miyazawa_2020;0,44;0,397;;6;mol m-2 s-1;0,44;0,44;C;;Ethier_2004;;900;;25;leaf;;;;400;;;56;1,4;;600;;LI-6400;;;mature leaves;;;;;greenhouse;0;1;;;25;20;62;;;;12,85;;296,8;;;0,67;0,23;;;;;;51,17;51,17;;Hermida-Carrera_2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S2: mature leaves (values printed in black);0;1
Phaseolus vulgaris;;Fabaceae;C3 annual herbaceous;;Singsaas_2003;0,21;;0,02;6;mol m-2 s-1 bar-1;0,209;0,209;F;constant J;Loreto_1992;99,6;1500;;;;;;;;;421;;;;;;LI-6400;OS-500;;;;;;;controlled-environment chamber;0;1;3;530;26,4;26,4;;;;;15,2;;421;;;;1,74;;41,38;;44;44;57,8;57,8;Harley_1995;;109;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: 500 CO2 treatment;0;0
Phaseolus vulgaris;cv. Dark Red Kidney;Fabaceae;C3 annual herbaceous;;Bunce_2010;0,24;;;3;mol m-2 s-1;0,24;0,24;L;;Bunce_2009;;1500;;25;;100;800;6;;;250;59;1,3;;;;LI-6400;;;second trifoliate leaves a few days after they reached maximum area;;;;;controlled environment chamber;0;1;;1000;25;25;60;370;12;;25,7;;250;;;;;;;;;;244;244;;Sharkey_2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2: 25degC growth temperature, Ci at 250 umol mol;0;1
Phaseolus vulgaris;cv. Dark Red Kidney;Fabaceae;C3 annual herbaceous;;Bunce_2016b;0,32;;;;mol m-2 s-1 bar-1;0,323;0,323;C;;Sharkey_2007;100,8;;;25;leaf;50;1200;;;;;;;;;2,5;CIRAS-2, CIRAS-4;;;recently fully expanded third trifoliolate leaves;;;;;indoor chamber;0;1;;1000;25;19;70;380;13;;;;;;;;;;;;;;200;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 5 caption;0;1
Phaseolus vulgaris;cv. Hawkesbury Wonder;Fabaceae;C3 annual herbaceous;;vonCaemmerer_1991;0,25;0,014;;2;mol m-2 s-1 bar-1;0,238;0,238;I;slope method;Evans_1986;95,3;1800;;25;leaf;;;;367;367;;;;21;;;;;;;;;;;air conditioned glasshouse;0;1;5;;;;;;;;20,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: high N, mean;0;1
Phaseolus vulgaris;cv. Kurosando-saito;Fabaceae;C3 annual herbaceous;;Hanba_2004a;0,151;0,009;;5;mol m-2 s-1;0,151;0,161;I;sugar;Scartazza_1998;;740;;24;leaf;;;;350;350;;;;;;;;;;intact leaves;;;;;growth chamber;0;1;0,6;300;25;25;80;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,1;;;;;;0,322;;;;19,8;;;;139;;;0,38;;;;;;37;179;;;;;;;;;;;;;;18;14;;;;;;;Table 3: Control;0;1
Phaseolus vulgaris;cv. Neckargold;Fabaceae;C3 annual herbaceous;;Tomas_2013;0,182;;0,047;3;mol m-2 s-1;0,182;0,182;C;;Ethier_2004;;1500;10;25;leaf;50;1500;;385;;;;;;;8;GFS-3000;;;fully developed, young leaves;;;;;growth room;0;1;;350;24;18;60;;10;30;10,5;0,088;174,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,7;;198,4;0,11;166,3;67,4;98,9;;;;;;;;;;;;;;;;0,14;0,259;1,85;5,75;;;16,6;11,5;;;;;;;Figure S5;0;1
Phaseolus vulgaris;cv. Neckargold;Fabaceae;C3 annual herbaceous;;Tomas_2013;0,271;;0,042;3;mol m-2 s-1;0,271;0,271;F;variable J;Harley_1992;;1500;10;25;leaf;50;1500;;385;385;;;;;;8;GFS-3000;;;fully developed, young leaves;;;;;growth room;0;1;;350;24;18;60;;10;30;10,5;0,088;174,4;;;;;;;;;;93,2;93,2;;Bernacchi_2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,7;;198,4;0,11;166,3;67,4;98,9;;;;;;;;;;;;;;;;0,14;0,259;1,85;5,75;;;16,6;11,5;;;;;;;Table S2;0;1
Phaseolus vulgaris;cv. Red Hawk;Fabaceae;C3 annual herbaceous;;Bunce_2018b;0,524;0,104;;2;mol m-2 s-1;0,524;0,524;C;;Sharkey_2007;;1500;25;25;leaf;;;;;;183;60;1,25;;;2,5;CIRAS-3;;;;;;;;indoor controlled environment chamber;0;1;;1000;25;25;;420;12;;23,5;;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4: all data points at highest Ci;0;1
Phaseolus vulgaris;cv. Red Hawk;Fabaceae;C3 annual herbaceous;;Bunce_2018b;0,428;0,085;;3;mol m-2 s-1;0,428;0,428;F;variable J;Harley_1992;;1500;25;25;leaf;100;1800;12;;;183;60;1,25;;;2,5;CIRAS-3;;;;;;;;indoor controlled environment chamber;0;1;;1000;25;25;;420;12;;23,5;;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4: all data points at highest Ci;0;1
Phaseolus vulgaris;cv. Red Hawk;Fabaceae;C3 annual herbaceous;;Bunce_2018b;0,352;0,071;;2;mol m-2 s-1;0,352;0,352;L;;Bunce_2009;;1500;25;25;leaf;;;;;;183;60;1,25;;;2,5;CIRAS-3;;;;;;;;indoor controlled environment chamber;0;1;;1000;25;25;;420;12;;23,5;;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4: all data points at highest Ci;0;1
Phaseolus vulgaris;cv. Windsor long pod;Fabaceae;C3 annual herbaceous;;Warren_2008a;0,34;;0,05;8;mol m-2 s-1;0,34;0,34;F;variable J;Harley_1992;;1000;;25;leaf;;;;400;400;;68;1;;;;LI-6400;LI-6400-40;;youngest, fully expanded leaves;;;;;glasshouse;0;0;;;;;;;;61;17;0,119;235;185;50;;0,46;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2: values for 1kPa;0;1
Phaseolus vulgaris;cv. Yamashiro-Kurosando;Fabaceae;C3 annual herbaceous;;Araya_2006;0,208;;0,039;4;mol m-2 s-1;0,208;0,208;S;;Terashima_2002;;500;;25;leaf;50;1500;;360;360;;;;;;;LI-6400;;;primary leaves;;;;;light-controlled room;0;1;;300;25;25;60;;14;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,74;7,25;;;;;;;;;;;1,81;;;0,308;0,095;0,404;3,29;5,244;1,259;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 5B: Control at day 12;0;1
Phaseolus vulgaris;genotype Diplomata;Fabaceae;C3 annual herbaceous;;Pimentel_2013;0,39;;;;mol m-2 s-1;0,39;0,342;F;constant J;Harley_1992;;700;;27;chamber;;;;390;;;65;1,25;;;6;LI-6400;;;the middle leaflet of the youngest fully expanded leaf;;;;;greenhouse;0;1;8;1400;30;18;;;12;;23,68;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Text page 87, gm measured at 27degC;0;1
Phaseolus vulgaris;genotype Nobre;Fabaceae;C3 annual herbaceous;;Pimentel_2013;0,17;;;;mol m-2 s-1;0,17;0,149;F;constant J;Harley_1992;;700;;27;chamber;;;;390;;;65;1,25;;;6;LI-6400;;;the middle leaflet of the youngest fully expanded leaf;;;;;greenhouse;0;1;8;1400;30;18;;;12;;20,47;;;;;;1,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Text page 87, gm measured at 27degC;0;1
Phaseolus vulgaris;genotype R123;Fabaceae;C3 annual herbaceous;;Flowers_2007;0,21;;;;mol m-2 s-1;0,21;0,184;F;constant J;Harley_1992;;1500;;27;chamber;;;;;;;58;1,5;;;;LI-6400;;;uppermost, fully expanded leaves;;;;;closed, recirculating outdoor plant environment chamber;0;1;15;;28;23;52;;;;21,8;0,288;;;;;;;;;129,5;108,64;;;Bernacchi_2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;Table 4: 0 ozone;0;1
Phaseolus vulgaris;genotype R331;Fabaceae;C3 annual herbaceous;;Flowers_2007;0,22;;;;mol m-2 s-1;0,22;0,193;F;constant J;Harley_1992;;1500;;27;chamber;;;;;;;58;1,5;;;;LI-6400;;;uppermost, fully expanded leaves;;;;;closed, recirculating outdoor plant environment chamber;0;1;15;;28;23;52;;;;23,2;0,3;;;;;;;;;124,8;104,7;;;Bernacchi_2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;Table 4: 0 ozone;0;1
Phaseolus vulgaris;genotype S156;Fabaceae;C3 annual herbaceous;;Flowers_2007;0,19;;;;mol m-2 s-1;0,19;0,166;F;constant J;Harley_1992;;1500;;27;chamber;;;;;;;58;1,5;;;;LI-6400;;;uppermost, fully expanded leaves;;;;;closed, recirculating outdoor plant environment chamber;0;1;15;;28;23;52;;;;27;0,3;;;;;;;;;159,7;133,98;;;Bernacchi_2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;Table 4: 0 ozone;0;1
Phaseolus vulgaris;Gourmet Delight;Fabaceae;C3 annual herbaceous;;Sugiura_2020;0,648;0,123;;;mol m-2 s-1;0,648;0,648;I;;Evans_2013;;1500;;25;leaf;50;1200;;;400;;;;2;;;LI-6400XTs;TGA200;;fully expanded primary leaves;;;;;glasshouse;0;1;0,5;;23,5;23,5;74;420;;14;32,97;;;;;;;;;;;;109,9;109,9;;vonCaemmerer_1994;;186,3;;;;;;;;-28,81;;;;;1,995;7,357;;;;;;;;;;;;;;;;;;3,138;0,851;27,1;;287,7;;;;;;;;;;;;;;;;;;;;0,095;;;;;;18,2;17,9;;;;;;;Figure 2F: Ct0 (0 WAD);0;1
Phillyrea latifolia;;Oleaceae;evergreen angiosperms;;Fini_2016;0,114;;0,009;4;mol m-2 s-1;0,114;0,094;F;variable J;Harley_1992;;1300;;28;leaf;;;;;;;50;1,89;;;6;LI-6400;Mini-PAM;;fully expanded leaves;;;;;screenhouse;0;1;2,5;1900;;;;;;730;9,87;0,071;211;124;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160,2;;;0,157;;;;;;;;;;;;;;;0,5;;;;;;20,3;11,6;;;;;;;Figure 1c: the highest value (sun leaves);0;1
Phlebodium aureum;;Polypodiaceae;ferns;;Nadal_2018;0,094;;0,016;5;mol m-2 s-1;0,094;0,094;F;variable J;Harley_1992;;1500;10;25;block;50;1500;;400;400;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;5,64;0,027;;;;;;;;;;;;;;;;;;;;;;;;;21,55;;;;;;;;;;;;;;;;;;;;;;;;;72,1;;;0,242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S3: g_mVJ column;0;1
Phlebodium aureum;;Polypodiaceae;ferns;;Nadal_2018;0,138;;0,015;5;mol m-2 s-1;0,138;0,138;C;;Ethier_2004, Sharkey_2016;;1500;10;25;block;50;1500;15;400;;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;5,64;0,027;;;;;;;;;;;41,9;41,9;;unpublished;;;;;;;;;;;21,55;;;;;;;;;;;;;;;;;;;;;;;;;72,1;;;0,242;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,4;12,7;26,9;;;Table S3: g_mCF column;0;1
Phlebodium aureum;;Polypodiaceae;ferns;;Xiong_2018;0,11;0,016;;4;mol m-2 s-1;0,11;0,11;F;variable J;Harley_1992;;2000;10;25;block;;;;400;400;;45;1,75;;;;LI-6400XT;LI-6400-40;;;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;3;;;;;;;;6,26;;;;;;;;;;;;;;;;;;;;;;;;;;;4,03;;;;;;;;;;;;;;;;;;;;;;;;89,5;;;;;;;;;;;;57;;;3674;;;;;;;;;;;;;;;;47,53;33,52;18,95;;;Figure 2D;0;1
Phlomis fruticosa;;Lamiaceae;semi-deciduous angiosperms;adult;Chondrogiannis_2021;0,182;0,039;;5;mol m-2 s-1;0,182;0,182;C;;Ethier_2004;;1500;;;;50;1500;;400;;;;;;;2;LI-6400XT;LI-6400-40;10:00-13:00;mature, totally exposed south-facing leaves of the current developmental period;University of Patras Campus;21,79;38,29;63;field grown;0;0;;;;;;;;3652;;;;;;;2,64;;;;;;;;;;;;;;;;;;;;;;;;;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,81;;Figure 4: autumn;0;0
Phlomis fruticosa;;Lamiaceae;semi-deciduous angiosperms;juvenile;Chondrogiannis_2021;0,179;0,02;;5;mol m-2 s-1;0,179;0,179;C;;Ethier_2004;;1500;;;;50;1500;;400;;;;;;;2;LI-6400XT;LI-6400-40;10:00-13:00;mature, totally exposed south-facing leaves of the current developmental period;University of Patras Campus;21,79;38,29;63;field grown;0;0;;;;;;;;913;;;;;;;2,5;;;;;;;;;;;;;;;;;;;;;;;;;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,39;;Figure 4: autumn;0;0
Phlomis italica;;Lamiaceae;semi-deciduous angiosperms;;Carriqui_2015;0,168;;0,014;;mol m-2 s-1;0,168;0,157;F;variable J;Harley_1992;;1500;10;26;leaf;;;;400;400;;55;1,5;;200;2;LI-6400XTR;LI-6400-40;;fully expanded frons / leaves;;;;;field grown;0;0;;;;;;;;;24;0,24;277;133;144;1,3;;;;;;;214,8;196,69;;;;;;;218,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,5;;;;;;;0,496;;;;;;;;;;;;;;;0,149;;;;;;12,3;9;;;;;;;Table 2;0;0
Phlomis italica;;Lamiaceae;semi-deciduous angiosperms;;Galmes_2007a;0,253;;;4;mol m-2 s-1;0,253;0,253;F;variable J;Epron_1995;;1500;;25;chamber;50;1500;12;400;400;;60;1,25;;;;LI-6400;PAM-2000;;fully developed, young;;;;;outdoors, controlled growth chamber;0;1;25;600;26;20;;;12;1096;17,04;0,224;;;;;;;;;;;248,98;248,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2: Control;0;0
Phlox drummondii;;Polemoniaceae;C3 annual herbaceous;;Vyas_2007;0,16;0,026;;3;mol m-2 s-1;0,16;0,16;I;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;8,5;;;;;;;Text page 678: 2x leaves;0;0
Phoebe bournei;;Lauraceae;evergreen angiosperms;;Tang_2020;0,087;;0,006;3;mol m-2 s-1;0,087;0,087;F;variable J;Harley_1992;;1000;10;25;leaf;50;1600;12;400;400;;53;1,5;;400;;Li-6400XT;LI-6400-40;;youngest fully expanded leaf from the top of the plants;;114,98;27,12;;plastic greenhouse;0;1;2,9;450;;;;;;913;6,98;;;133,5;;;;2,81;;;;;46,14;46,14;;;;58,74;;;;;;;;;;;;;1,096;1,598;;;;;;;;;;;;;;;;;;;;68,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,77;23,35;33,88;;;Table 1: 21.8% light;0;1
Phragmites australis;;Poaceae;C3 perennial herbaceous;;Antonielli_2002;0,28;;0,07;6;mol m-2 s-1;0,28;0,28;F;;Loreto_1992;;1500;;25;leaf;;;;350;350;;40;1,9;;;4,9;;;;young leaves (2-5 days after leaf lamina unfolding);;;;;natural;0;1;20;;;;;;;;15,2;0,22;269;225;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: young leaves;0;1
Phyllocladus aspleniifolius;;Podocarpaceae;evergreen gymnosperms;;Bahar_2018;0,12;0,02;;4;mol m-2 s-1 bar-1;0,115;0,12;I;;Tazoe_2011, Evans_2013;95,6;1500;;24,3;leaf;50;1500;;392;392;;;;2;200;;LI-6400XT;TGA-100;;most recently fully expanded leaves developed in the glasshouse;;;;;glasshouse;0;1;;;25;20;;402;10;244;8,8;0,081;223,4;;;1,7;3;;;;47,83;50,89;57,4;61,07;vonCaemmerer_1994;vonCaemmerer_1994;;;;;;;;;;;;;;;2,05;2,113;;;0,21;0,216;;;;;;;;;;;;0,47;;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,14;30,83;24,03;;;Table 2;0;1
Phyllocladus aspleniifolius;;Podocarpaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,064;;;3;mol m-2 s-1;0,064;0,064;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;;;78;;;;8,13;;251;129,8;121,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179,8;;;;;;;;;;;;;;;;;;;;;;0,85;;2,25;;;;20,3;18,3;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Phyllostachys humilis;;Poaceae;C3 perennial herbaceous;;vanGoethem_2014;0,094;0,011;;3;mol m-2 s-1 bar-1;0,094;0,094;C;EDO;Gu_2010;;1000;;25;;40;1500;11;400;;;59;0,94;;;;LI-6400;;;fully developed, undamaged leaves;;6,27;53,53;;outdoors;0;0;;;;;;;;730;7,3;;;;;0,55;;;;;;;62,5;62,5;;measured;;75,49;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 6: average of spring, summer, and autumn;0;1
